,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,seed,Gamma,runtime,cohlength,ucohlength,ueta,keep
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.5481411273098254,0.1394353143329214,0.7657358063957326,5.200702939402775e-07,0.4676942087891912,1.007160679577178e-07,0.032424678546709,3.611919257944396e-07,0.0324484509788352,2.424940935957361e-07,9.999151610940429e-08,0.1064902240012349,-0.0027320787695992,-0.0035631609851632,20189.0,0.0,0.4427155432827598,0.5974138281036413,0.9079079158391044,0.3014981368667159,0.3455366874625925,0.6720061274811792,0.2089574176435983,0.5098825266275231,0.3197210689074721,0.6237500993301396,0.5805693899218535,0.6859106949974794,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1342563769072426,0 days 09:57:56.608079,3.332188147967728,3.634259031725517,0.0027320787695992,1.0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.1349772330233941,0.3515204129571455,0.4191056088737681,0.4887618328000239,0.082625728804133,0.0259814579638173,0.1643593333661892,0.0199282648501781,0.017543045262326,1.0010567255413363,0.0278142164551031,0.0298823554377562,0.0222803577087006,-0.0026486613790812,-0.0032662346719999,909.0,0.0,0.4296962777480695,0.2336463865548357,0.0146175265289446,0.6015984339091843,0.2248147000656325,0.0048262758819638,0.3750287433963313,0.2741317771676971,0.6827360577876453,0.2977948399612876,0.3676598657762004,0.7239127119229027,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1364356138850826,0 days 09:57:56.608079,4.291690343116968,3.9282515275775856,0.0026486613790812,1.0
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.1964770056496025,0.0630140325764989,0.064917529695477,0.9925729572450246,0.9882553619126224,0.9978852967103916,0.1000348502642617,1.0011994841519716,0.0789296666536748,0.0633316829122705,0.0660803565145457,0.0614209030187944,-0.0016420474750909,-0.0022760050891238,610.0,0.0,0.6741544028160474,0.1607312564006348,0.5868115455253371,0.9328341831477888,0.9093519296579587,0.8493826043383815,0.2820135684768482,0.9595891417266345,0.1996494980015776,0.4018801330862289,0.1141341583754927,0.5656113337886529,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2470355753444773,0 days 09:57:56.608079,4.662756935072285,3.9471226321518,0.0016420474750909,1.0
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.2493409369951876,0.1750354554797225,0.1007418824037101,0.0639292267127601,1.00099044087993,0.0659307636441639,0.0962500794329419,1.0021942932332562,0.3234074085905461,0.2700743376487786,0.3838776283466383,0.1166419171773761,0.1368602065391876,-0.0015992661546951,-0.0017009988638779,611.0,0.0,0.7226522394674271,0.6876340767555652,0.007187578936125,0.98246869559216,0.310009802920434,0.7413852582866136,0.9266026353270806,0.7801669171634159,0.5232404430410416,0.5386586716387549,0.1437732186149335,0.3820729563996142,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.251834132472348,0 days 09:57:56.608079,3.90187977626934,3.721574611752724,0.0015992661546951,1.0
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.1343250468743986,0.1162779194273025,0.069605234597376,0.0580608239393215,0.0582934514204387,1.000314124332378,0.0819490941826281,0.0659298641868147,0.0947263947542853,0.0700406462349031,0.5316799993811303,0.3535448871089491,-0.0016048132593542,-0.0017822372113292,679.0,0.0,0.8225019757503876,0.6811834984210781,0.6635233381008597,0.6814304294317084,0.34954178502582,0.9802030403849948,0.3362982768544122,0.1871303691083415,0.668718141104379,0.1691920119746617,0.9752731285769424,0.575521730097716,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2746074164734639,0 days 09:57:56.608079,3.947241899204065,4.037627459334611,0.0016048132593542,1.0
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.2121550171362449,0.6247241711496653,0.5225100152780577,0.5394650042404194,0.0002530058632212,0.3914753840528394,0.4621189562736599,0.4074485129639734,0.1015799387424791,0.2539144870082339,7.548607195733864e-05,0.0002830479080517,0.1006658775346447,-0.001895255620151,-0.0020882575837408,5891.0,1.0,0.1201417383412377,0.0236185122231495,0.6012062097735446,0.0421495147407849,0.0524429278030924,0.4124428301893003,0.4482890215201537,0.8289626115560034,0.1293951612755517,0.8683324006829127,0.4050021225416482,0.852980275804317,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.214268659589751,0 days 09:57:56.608079,3.5728929873221937,3.706998754137505,0.001895255620151,1.0
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.100927151463057,0.6387770079969868,0.5272453292917031,0.2584833431510979,0.0464240843813852,0.0114680736491089,0.960236648042198,1.0022398345661885,0.1330317609346536,0.0803670182165308,0.0175423347787445,0.0142678179474292,0.0146102842165729,-0.0020824300636313,-0.0029208953628671,1006.0,0.0,0.1513459287390148,0.0480696667768623,0.4358259875344775,0.2156529926634499,0.4782527400504889,0.8201964792407497,0.8854287803570929,0.0868148262342157,0.2570898639873892,0.3048608686626178,0.1743675687195556,0.4670284280399481,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1009515825131838,0 days 09:57:56.608079,4.029402976208326,4.083887084539557,0.0020824300636313,1.0
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,0.2414157116103016,1.0000044794433371,0.5121453506002286,0.6472996694906331,0.5759652205592259,0.1432540370771703,0.4027170790713875,0.0010045273912695,0.0159989333185655,0.2604546265437343,0.4146715327782318,0.0021352737932863,0.0028336943475782,-0.0017702027653155,-0.0019614969586004,4701.0,0.0,0.0535861127015699,0.197278859615948,0.065128392987102,0.4569324761981242,0.9399879068391092,0.1531331495662983,0.8871418143478639,0.3157644446371223,0.7471306209072098,0.8426267670549912,0.6050421877711433,0.7192556857432617,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2400310548503013,0 days 09:57:56.608079,3.420893195229896,3.489043040176378,0.0017702027653155,1.0
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,1.0007407143397384,0.0329535301570684,0.0311652913485812,0.0308857635054889,0.0327269482027218,0.0424550980790335,0.0784726301249143,0.0408028629993019,0.0394210373194233,0.1747070192285935,0.1799521428802605,0.3187305573133488,-0.0018699216222462,-0.0021048143013567,822.0,0.0,0.6321210957287544,0.930584437182522,0.77873739577466,0.4202621431901127,0.2909495185500346,0.1568346606596754,0.5121337977031166,0.2291368689240009,0.2348572092197005,0.8820484141316075,0.6997460033703966,0.5394646261123279,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2036574713111816,0 days 09:57:56.608079,4.353460081546468,4.064462411548899,0.0018699216222462,1.0
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.1111967731120697,0.2581974194597352,0.2204535826129955,0.029633062977534,0.0116979804399149,0.0114421653665972,0.0112908269640977,0.0195864294407586,0.0132949149289385,0.0141537508952029,1.0005451093804467,0.0513705450868402,0.0112426758040248,-0.0024746440141893,-0.0031961014750936,998.0,0.0,0.8431326722381455,0.5253805104147993,0.3944293509038648,0.6855071109125144,0.6087880351081263,0.2085078479663953,0.3185811314592214,0.5609879301131608,0.2186413794508285,0.9168829225602444,0.0443029206182613,0.8763618463029645,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1103323707189176,0 days 09:57:56.608079,4.829170350864731,4.344669321642045,0.0024746440141893,1.0
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.0728191924522353,0.0328770813218498,0.03258838725413,0.66525481195972,0.0332968072203769,0.0328825958917134,0.0338116320695164,0.0469418377133745,1.0015232393623863,0.0722947245299206,0.4377602402417812,0.0803627942442255,-0.0017768464577984,-0.0021397503355784,796.0,0.0,0.9799138945563578,0.6152402498943469,0.2118946172780164,0.8097544677218037,0.4413341943052026,0.7124486303836971,0.3226652389525126,0.2214514698981701,0.9542381762038586,0.0757471606529122,0.0580890142398927,0.7827809055843171,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2055317751228691,0 days 09:57:56.608079,4.543336417289366,4.270313665445325,0.0017768464577984,1.0
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.2747120789270809,0.0765932699936326,0.0757126043552269,0.0754886139948822,0.9141861279359024,0.2729487325495282,0.1067807897482478,0.0875854824830323,1.0005597059493934,0.0748123335696115,0.6964833818479021,0.0753213799231244,0.0763034524727679,-0.0015989276717552,-0.0020014204461669,562.0,0.0,0.7755035132004612,0.311476070621168,0.3740591998252107,0.6879268482728742,0.5997951354240146,0.6484783877139965,0.4353325034398152,0.9802432834230916,0.1479879525046613,0.6317385122222028,0.2061123790086017,0.3348588103989253,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2772117000801389,0 days 09:57:56.608079,4.073994915384349,3.868564383057,0.0015989276717552,1.0
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,0.3026648059395688,1.0000987670470611,0.2931125775120378,0.0290162996257209,0.0803322019447749,0.0292603267751306,0.0510074392318425,0.0370145008235484,0.1698391785287363,0.4395169271994912,0.5868342964810399,0.112291726218911,0.2992814803699,-0.0014472174168761,-0.0015595120728719,1034.0,0.0,0.2975240377828509,0.8251332946474925,0.5799405734400951,0.3307931135673814,0.5355832957790975,0.4612390833904831,0.5441377875523028,0.2375414068801772,0.3740625086331685,0.4584177799823629,0.0831945352188586,0.0143439525158265,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.3046060504637198,0 days 09:57:56.608079,3.32680561623114,3.5460458685063934,0.0014472174168761,1.0
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.1487115462808952,0.440960324488734,0.631802410250917,9.999969935105033e-08,6.780995636858028e-06,0.2162676986271633,3.215418238861397e-07,0.0920238522513441,0.106065474510659,0.0969228035730503,0.2150660391292236,0.4859369305847445,0.0395049190314932,-0.0021005266224921,-0.0024007551678348,20719.0,0.0,0.5936357353255101,0.2070699824562814,0.8021815598294975,0.0250590579178283,0.2232035242133819,0.629867870135683,0.1319975124791029,0.4207087845975831,0.2982748638429793,0.2685307756252719,0.2349098781636482,0.9759423060107242,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.147401053015435,0 days 09:57:56.608079,4.66087216600333,4.376699752532165,0.0021005266224921,1.0
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.293044697697214,0.0942660928462473,0.157395672140603,1.0011957060897425,0.0853059277495911,0.9688447934754884,0.8537251763176016,0.9243103813384596,0.9042361835304388,0.0845472733736515,0.1200390371903475,0.2058152821538572,0.0935324992016794,-0.0016133262786446,-0.0019063409803695,538.0,0.0,0.3196653215726728,0.1178753135315892,0.9152367962235946,0.1583504969113206,0.7366984727215286,0.6588236811461464,0.7176553027169862,0.7733546933724372,0.1803030141992587,0.0373033824959746,0.430733016562524,0.4448800669236115,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2926766092273275,0 days 09:57:56.608079,4.453043500286555,3.9139908192266057,0.0016133262786446,1.0
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.1747772774464679,0.6947401957401974,0.4403639283359702,0.0505965904723772,0.4283289470186842,0.0278627204712442,0.0371964797343994,1.001397621773986,0.2093288248927989,0.0302495236079799,0.0347129868667108,0.061643762828838,0.0600133146845347,-0.0020947615830181,-0.0026782716278338,804.0,0.0,0.2366174382110738,0.8100134516481061,0.1090222125241248,0.4975099164328231,0.5284651505940233,0.0093609338845411,0.8109055433193368,0.3581794790344946,0.4580439539978584,0.1608263990130709,0.3991063375864195,0.4525286946393249,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1740972099014159,0 days 09:57:56.608079,3.608375304639992,3.648390764278817,0.0020947615830181,1.0
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.1535934676510895,0.7353398626657263,1.0001781221817485,0.5520244256697437,0.4953734535082216,0.0447095008077289,0.0254591673461269,0.1431035522591671,0.0388430824289698,0.0881788206219784,0.0224061161162887,0.0249388084574538,0.0564648539595377,-0.0022129364657701,-0.0026219778112576,933.0,0.0,0.6023069119094718,0.035474026553562,0.4274371712514283,0.4890100407897844,0.952522855058305,0.5957157030603453,0.6857109384559829,0.4401872814632463,0.4937840073436988,0.9825465245862512,0.4150828601514071,0.9937436869423648,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1536083277258613,0 days 09:57:56.608079,3.734705134620548,3.829808273921787,0.0022129364657701,1.0
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.2575263326771198,0.7081871465989233,0.0907677532693382,0.0766348212272553,0.066027117569993,0.2578876430156716,0.0639485174187944,0.0640689731762416,1.0022421499693384,0.064386850770756,0.9141188984434524,0.0704196268275783,0.080412991340521,-0.0016099639965189,-0.0019778404551647,603.0,0.0,0.6094596160979363,0.9163674550166016,0.5768442817305188,0.8217032618458111,0.8222158042742835,0.3857264901761283,0.3292363001418678,0.9395865128303924,0.3293178926786093,0.783446533920661,0.1774196680395805,0.4891163999656509,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2548337945325469,0 days 09:57:56.608079,3.84043693695652,3.735742851494341,0.0016099639965189,1.0
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.2054117348353062,0.7046411487400228,0.5763728575699347,0.5510410620392354,1.0016498416028627,0.1064391677471653,0.0398162884428232,0.0344952397366728,0.3989717123843992,0.0298664321723149,0.0315895075320013,0.1581821910690211,0.0325703610650869,-0.001811922886737,-0.0023066448323067,877.0,0.0,0.3778665678222679,0.2759589605081787,0.2380782979215288,0.96516904812237,0.6688371881424954,0.4650183949765281,0.5728452462119683,0.8455036735849303,0.6768301855369802,0.128394532188094,0.2108679393843456,0.8913321666978421,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2074260912935365,0 days 09:57:56.608079,4.018711490473064,3.972450881935546,0.001811922886737,1.0
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.1265331759388941,0.4527268568253036,5.231542931502973e-05,5.003550389201547e-06,5.124282706824006e-05,0.3197515235281081,0.2935320146965928,8.624777070507546e-06,6.813815381422449e-05,0.2617404685446159,0.068658117095821,0.1871139382945034,0.0007823649684314,-0.0028550240963425,-0.0030697700433955,6917.0,1.0,0.5576828798014435,0.5904742904835077,0.1629920281794145,0.1370148768163365,0.2166959455232863,0.3254470036324582,0.5589067116449552,0.3724356813618187,0.6775240946536062,0.4312975026180609,0.5143280187607449,0.9518875125215324,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1264787356979526,0 days 09:57:56.608079,4.257348506087342,4.105746845035899,0.0028550240963425,1.0
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.2191196687578146,0.9550529590723092,0.3434920164027524,0.1044539637830104,0.0644340503964418,1.001692782675339,0.0499264948536896,0.739381881665868,0.1181607621974487,0.1182255839209725,0.0902539642601333,0.053041537360481,0.0558791105153103,-0.0020130463428013,-0.0025684967818623,664.0,0.0,0.0422314303022974,0.6368393993461833,0.73620322449266,0.1801180898408009,0.8605060156171978,0.1228417003009307,0.8087761926475169,0.1927105408106034,0.4263224339622773,0.3955381334147549,0.5723300230934486,0.6346187417687575,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2184665756147513,0 days 09:57:56.608079,4.013889055601849,3.694435513377949,0.0020130463428013,1.0
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,0.6786773050723289,1.0002887261580755,0.4533819191978401,0.4628895663455434,0.4514508567256373,0.4729465328969734,0.4612742596536618,0.4646161577194976,0.4518915286129069,0.4517477834583405,0.4525286311446291,0.7577656394228905,0.9635782437325376,-0.000865714110558,-0.0009160046177793,176.0,0.0,0.0404595103490741,0.814818387646713,0.5264111815609723,0.91849143804291,0.1689751393360372,0.4443163223170702,0.9554762399933886,0.6346789436606832,0.5071377741957223,0.470279083869187,0.9150857305175504,0.0077227771562485,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.6764835856516013,0 days 09:57:56.608079,3.7845202422876407,3.891617312093597,0.000865714110558,1.0
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.2337423870891812,0.0572444522055614,0.0547035472670236,0.0610987978815844,0.053301569873602,0.0647934290759604,0.0547673479308158,0.058349310692534,0.0600735601956507,1.0007182323938169,0.0778774810139154,0.3525373066938417,0.1362942975327847,-0.0017562139036662,-0.0021203733231085,640.0,0.0,0.9905345325286374,0.4708746949087971,0.8217513147384797,0.4833469202236423,0.8269340621207426,0.0984383469262281,0.4256807315757339,0.770104221625241,0.996373483546578,0.5131814983831814,0.0743252973503707,0.7475382834694912,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.2330547822767992,0 days 09:57:56.608079,4.025563236902903,4.108785838833994,0.0017562139036662,1.0
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.2837303616516209,0.0823949568464262,0.080976970760608,0.0808186739581591,0.0828512050437427,0.0983570501632386,1.0005597920228673,0.9948451525097166,0.8284536728846046,0.897745425301254,0.1098660506880875,0.2351694690346533,0.0810214334100366,-0.0015543322011435,-0.0019322095948258,551.0,0.0,0.6482748545633997,0.1496609131895748,0.2096219217272472,0.5019083405080652,0.1662058939666842,0.9165163716026364,0.9907703113194848,0.7523977700633425,0.8439922733623291,0.3312196221219013,0.1066804343937446,0.7290186157281227,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.282823488696506,0 days 09:57:56.608079,4.885545928856135,4.1119657725916,0.0015543322011435,1.0
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.1186173716452477,0.0195449981962168,0.0140980949773327,0.0139529582073762,0.0142195560419798,0.1274202866233135,0.0155836180848535,0.0173145450917871,0.0146994236404905,0.0210932599523676,1.0017920264439557,0.0296976129435579,0.0165014867985207,-0.0020682675655771,-0.003179833812568,933.0,0.0,0.7939751161719123,0.6947801346813404,0.177051440159458,0.0266906115312945,0.5545568602357631,0.1499206963694241,0.294693182079087,0.4764056245886261,0.2509043791169674,0.932818986572725,0.3214092379050743,0.5609602809118995,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.1195896862325014,0 days 09:57:56.608079,4.244299488272943,4.147871993139031,0.0020682675655771,1.0
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.0946132375589076,0.1055456398861889,5.388398467943362e-07,6.724156886423929e-07,9.194133566249532e-07,1.7005048053078717e-07,9.990286866963832e-08,3.833735948137728e-07,6.825051259640567e-06,2.930609648132681e-07,4.304789000625817e-07,3.1621788305367432e-06,0.5052430668840967,-0.0025129982839179,-0.0035406030624692,7203.0,0.0,0.9729887653335408,0.6708927172949258,0.3857643810724636,0.7530443630890749,0.193543124298731,0.103977241662804,0.038779099627476,0.6678087656439216,0.657988078578443,0.670959148799725,0.6733965454081345,0.5827774663664507,100000,30,12,0.1,1.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-07,adamax,0,0.0,disordered,1,0.0959296533180948,0 days 09:57:56.608079,3.2819826001668653,4.020491151142369,0.0025129982839179,1.0
